text,label
"Approximate Bayesian Model Inversion for PDEs with Heterogeneous and
  State-Dependent Coefficients",stat
"A synthetic likelihood-based Laplace approximation for efficient design
  of biological processes",stat
Power Minimization in Vehicular Cloud Architecture,cs
"A Stochastic Team Formation Approach for Collaborative Mobile
  Crowdsourcing",cs
"Exact and Consistent Interpretation for Piecewise Linear Neural
  Networks: A Closed Form Solution",cs
"Knowledge Distillation Methods for Efficient Unsupervised Adaptation
  Across Multiple Domains",cs
"Towards a Human-Centred Cognitive Model of Visuospatial Complexity in
  Everyday Driving",cs
Noise-Induced Randomization in Regression Discontinuity Designs,stat
"The Shortest Confidence Interval for the Ratio of Quantiles of the Dagum
  Distribution",stat
Skeletor: Skeletal Transformers for Robust Body-Pose Estimation,cs
"Precision for binary measurement methods and results under beta-binomial
  distributions",stat
"Robustness of Object Recognition under Extreme Occlusion in Humans and
  Computational Models",cs
Kernel Scaling for Manifold Learning and Classification,cs
Hard Occlusions in Visual Object Tracking,cs
Could robots be regarded as humans in future?,cs
"Characterizing digital microstructures by the Minkowski-based quadratic
  normal tensor",cs
"Bayesian Hierarchical Bernoulli-Weibull Mixture Model for Extremely Rare
  Events",stat
"Algorithms that ""Don't See Color"": Comparing Biases in Lookalike and
  Special Ad Audiences",cs
Robust inference with knockoffs,stat
Rumble: Data Independence for Large Messy Data Sets,cs
FracBits: Mixed Precision Quantization via Fractional Bit-Widths,cs
"The Minecraft Kernel: Modelling correlated Gaussian Processes in the
  Fourier domain",stat
"Discrete Latent Variable Representations for Low-Resource Text
  Classification",cs
"GRIP: Generative Robust Inference and Perception for Semantic Robot
  Manipulation in Adversarial Environments",cs
"BottleSum: Unsupervised and Self-supervised Sentence Summarization using
  the Information Bottleneck Principle",cs
"Fast, Accurate, and Simple Models for Tabular Data via Augmented
  Distillation",cs
"Heuristics, Answer Set Programming and Markov Decision Process for
  Solving a Set of Spatial Puzzles",cs
Clustering multivariate functional data using unsupervised binary trees,stat
Fisher Auto-Encoders,stat
Particle-Gibbs Sampling For Bayesian Feature Allocation Models,stat
"Prediction of USA November 2020 Election Results Using Multifactor
  Twitter Data Analysis Method",cs
"Normal variance mixtures: Distribution, density and parameter estimation",stat
Learning summary features of time series for likelihood free inference,stat
"Pixel-wise Distance Regression for Glacier Calving Front Detection and
  Segmentation",cs
"Evaluating the Discrimination Ability of Proper Multivariate Scoring
  Rules",stat
Validating IP Prefixes and AS-Paths with Blockchains,cs
"Reversible Watermarking in Deep Convolutional Neural Networks for
  Integrity Authentication",cs
"Latent Multivariate Log-Gamma Models for High-Dimensional Multi-Type
  Responses with Application to Daily Fine Particulate Matter and Mortality
  Counts",stat
Popular SQL Server Database Encryption Choices,cs
Learning Fast Adaptation with Meta Strategy Optimization,cs
"A Novel Approach to Sparse Inverse Covariance Estimation Using Transform
  Domain Updates and Exponentially Adaptive Thresholding",cs
Attributes Aware Face Generation with Generative Adversarial Networks,cs
Incremental causal effects,stat
Conditional Expectation Propagation,stat
"Computation of High-Order Electromagnetic Field Derivatives with FDTD
  and the Complex-Step Derivative Approximation",cs
"HCmodelSets: An R package for specifying sets of well-fitting models in
  regression with a large number of potential explanatory variables",stat
"LSTM-LM with Long-Term History for First-Pass Decoding in Conversational
  Speech Recognition",cs
"Robust Wald-type test in GLM with random design based on minimum density
  power divergence estimators",stat
Accelerating Large-Kernel Convolution Using Summed-Area Tables,cs
"Statistical inference with anchored Bayesian mixture of regressions
  models: A case study analysis of allometric data",stat
"The Wang-Landau Algorithm as Stochastic Optimization and Its
  Acceleration",stat
"Lifelong Property Price Prediction: A Case Study for the Toronto Real
  Estate Market",cs
"Above-ground biomass change estimation using national forest inventory
  data with Sentinel-2 and Landsat 8",stat
"High-Dimensional Multi-Task Averaging and Application to Kernel Mean
  Embedding",stat
Transparency Tools for Fairness in AI (Luskin),cs
Paracoherent Answer Set Semantics meets Argumentation Frameworks,cs
"Privacy-preserving Q-Learning with Functional Noise in Continuous State
  Spaces",stat
Generating new concepts with hybrid neuro-symbolic models,cs
Linked Open Data Validity -- A Technical Report from ISWS 2018,cs
Valid Inference Corrected for Outlier Removal,stat
Predicting Directionality in Causal Relations in Text,cs
PF: A C++ Library for Fast Particle Filtering,stat
"Discrete-time Queueing Model of Age of Information with Multiple
  Information Sources",cs
Extended T: Learning with Mixed Closed-set and Open-set Noisy Labels,cs
"Optimal stratification of survival data via Bayesian nonparametric
  mixtures",stat
"A Registration-free approach for Statistical Process Control of 3D
  scanned objects via FEM",stat
Normalizing Flows on Tori and Spheres,stat
Differentiable Learning Under Triage,stat
"Detecting Fake News Using Machine Learning : A Systematic Literature
  Review",cs
Predicting Infection of COVID-19 in Japan: State Space Modeling Approach,stat
Recognizing Human Internal States: A Conceptor-Based Approach,cs
"Performance and Application of Estimators for the Value of an Optimal
  Dynamic Treatment Rule",stat
"Interpretable Hyperspectral AI: When Non-Convex Modeling meets
  Hyperspectral Remote Sensing",cs
Multi-Agent Decentralized Belief Propagation on Graphs,cs
A Multiclass Classification Approach to Label Ranking,stat
Adaptive County Level COVID-19 Forecast Models: Analysis and Improvement,stat
"A Data-Driven Approach to Full-Field Damage and Failure Pattern
  Prediction in Microstructure-Dependent Composites using Deep Learning",cs
"Modelling Grocery Retail Topic Distributions: Evaluation,
  Interpretability and Stability",stat
Angle-Based Cost-Sensitive Multicategory Classification,stat
Excess risk bounds in robust empirical risk minimization,stat
Learning as the Unsupervised Alignment of Conceptual Systems,cs
An Attentive Survey of Attention Models,cs
"Efficient Graph-Based Active Learning with Probit Likelihood via
  Gaussian Approximations",stat
Bayesian calibration of a numerical code for prediction,stat
"COVID-19 Literature Knowledge Graph Construction and Drug Repurposing
  Report Generation",cs
"Joint AGC and Receiver Design for Large-Scale MU-MIMO Systems with
  Coarsely Quantized Signals and C-RANs",cs
"Cross-Validation and Uncertainty Determination for Randomized Neural
  Networks with Applications to Mobile Sensors",stat
"InverSynth: Deep Estimation of Synthesizer Parameter Configurations from
  Audio Signals",cs
2-Dimensional Palindromes with $k$ Mismatches,cs
Urban Space Insights Extraction using Acoustic Histogram Information,stat
Time Series Modeling on Dynamic Networks,stat
Feedback Coding for Active Learning,stat
Location-adjusted Wald statistics for scalar parameters,stat
"Improving estimation of the volume under the ROC surface when data are
  missing not at random",stat
A Multi-parameter regression model for interval censored survival data,stat
"Non-intrusive and semi-intrusive uncertainty quantification of a
  multiscale in-stent restenosis model",stat
Video synthesis of human upper body with realistic face,cs
"Feature Selection for Survival Analysis with Competing Risks using Deep
  Learning",cs
A Bayesian Nonparametric model for textural pattern heterogeneity,stat
Coastline extraction from ALOS-2 satellite SAR images,cs
"Statistics students' identification of inferential model elements within
  contexts of their own invention",stat
Thirty Years of The Network Scale up Method,stat
Stochastic Gradient MCMC for State Space Models,stat
Privacy with Estimation Guarantees,cs
Axiomatizing Epistemic Logic of Friendship via Tree Sequent Calculus,cs
Learning 3D Granular Flow Simulations,cs
Learning Choice Functions: Concepts and Architectures,cs
Quantifying the Carbon Emissions of Machine Learning,cs
Spatially-Adaptive Pixelwise Networks for Fast Image Translation,cs
"Berrut Approximated Coded Computing: Straggler Resistance Beyond
  Polynomial Computing",cs
"Spatial-Temporal-Textual Point Processes with Applications in Crime
  Linkage Detection",stat
A New Standard for the Analysis and Design of Replication Studies,stat
FAQ-based Question Answering via Knowledge Anchors,cs
"Employing latent variable models to improve efficiency in composite
  endpoint analysis",stat
"Predict your Click-out: Modeling User-Item Interactions and Session
  Actions in an Ensemble Learning Fashion",cs
Assessing and relaxing the Markov assumption in the illness-death model,stat
On the Tractability of SHAP Explanations,cs
Stable Super-Resolution of Images: A Theoretical Study,cs
Fast Convergence of Fictitious Play for Diagonal Payoff Matrices,cs
"Towards Query-Efficient Black-Box Adversary with Zeroth-Order Natural
  Gradient Descent",cs
Generating Diverse High-Fidelity Images with VQ-VAE-2,cs
Report on the SIGIR 2019 Workshop on eCommerce (ECOM19),cs
"Consistency models in distributed systems: A survey on definitions,
  disciplines, challenges and applications",cs
Make $\ell_1$ Regularization Effective in Training Sparse CNN,cs
"fairmodels: A Flexible Tool For Bias Detection, Visualization, And
  Mitigation",stat
"Debiased distributed learning for sparse partial linear models in high
  dimensions",stat
MixNet for Generalized Face Presentation Attack Detection,cs
AutoCP: Automated Pipelines for Accurate Prediction Intervals,cs
DECAPS: Detail-Oriented Capsule Networks,cs
"Answering Complex Queries in Knowledge Graphs with Bidirectional
  Sequence Encoders",cs
"""Conservatives Overfit, Liberals Underfit"": The Social-Psychological
  Control of Affect and Uncertainty",cs
"Evaluating Metrics for Standardized Benchmarking of Remote Presence
  Systems",cs
The Locally Gaussian Partial Correlation,stat
"Spectral Bias and Task-Model Alignment Explain Generalization in Kernel
  Regression and Infinitely Wide Neural Networks",stat
